,0
264421,Q3URQ0
47842,Q822H0
288570,P9WM77
70700,Q8IW50
130109,Q3UU94
155123,Q93243
193841,F4JPR7
60708,O52646
238948,Q5SBP7
13820,P38207
198299,Q54U94
289935,Q6FM94
253007,Q5FMI6
152667,P16269
247005,Q9ZJH2
158925,Q70RS8
193086,Q9ZMG9
145804,Q9K8I3
720,O97157
110094,Q8LFC0
24423,H8WR05
143958,Q8U1N9
35609,D3Z7H8
131435,A0QN14
304378,Q9Z7Q0
107710,Q5R719
203850,Q1QS21
55886,B8CMS5
124023,E1C3U7
102409,Q12QR9
239593,P52351
114700,Q0W834
300182,Q5L2V9
311799,Q8K9M7
8375,Q12001
81377,A8F7D5
132042,Q7XUG1
211706,A3M980
26372,Q9SHV5
172469,Q4ZYK8
256326,O42849
63236,B4EY98
118988,P27363
269847,P85814
141915,Q4UTC7
138229,Q1IVL5
219999,A1SLQ4
31201,B3VML3
154950,Q21J49
193350,Q57600
193576,Q55758
97647,A1ST92
77219,Q6NKN8
20740,A7TTC8
104922,A6VDL0
183047,Q6IR70
82211,B1GZK7
69243,Q9FUM1
207184,B5YG29
225926,A8LK98
194478,Q0PBX7
18593,B0THN4
50162,Q1QU16
241985,Q99P67
25386,Q8XAD2
107986,A1TZF1
15445,A0AFQ9
16980,Q8VWG4
280683,A9GC83
268154,Q9RDE2
256302,O28848
283525,P47161
235043,Q2RVF6
180753,Q5AYE3
60489,Q73Q15
234902,A5AAL8
186525,B7VQP0
280892,Q1LKN9
41784,Q9USM9
31112,B0B999
254590,Q9KXP2
279331,Q4IER0
305430,O42882
96233,A3QBU2
192913,Q9RHW9
317366,P62447
112664,Q6BXJ4
227400,B1XNV8
11555,Q1QA46
276394,A1R2Y2
204532,Q6YQW5
87389,P48015
106838,Q72BQ7
217181,Q9MUP6
243054,Q810K3
13683,P54145
75225,Q80ZA7
12202,Q9V496
26061,Q6CM12
14302,Q2T199
104058,Q18EV8
38372,O80386
129476,O42709
193999,P11397
240418,O49485
147837,B3CSG3
252254,A5WBH0
29431,Q9C5D0
15271,Q9Y4P1
115496,C0HJW1
307999,O50310
274238,A8G909
196151,Q5LRA3
270326,Q9NS68
163347,P21641
23690,A7ZC34
310220,Q9UUH0
127875,B3EY83
105925,B8G9S2
55252,Q7SHQ1
298269,A0RN42
266192,D3ZF92
287124,C1KVL5
232325,Q1H1P3
160279,P23628
182050,P0DL13
80033,B8C6S5
182363,C7MWV6
27913,P23589
30121,P0DI63
209568,C0QIZ4
86848,A8GF39
247889,Q03410
177953,A5DUA8
291816,Q49WE4
189334,O78512
115780,P38576
214504,Q9KSA5
245092,Q2H8D5
218250,Q97EG9
49067,Q9VA27
209039,B3PMP4
271913,Q9YGB5
251073,Q9MAX3
139418,Q6PBA8
231693,L0T905
255448,Q1GAN1
148740,Q6NZ67
185502,Q6MSC7
143231,Q12HK7
78915,Q4R510
84702,Q54XS3
167449,B3QLL5
93968,O68280
158725,D4CZZ2
39143,B8DVZ4
268940,B0RR86
8255,A3RF36
147562,P86871
187270,Q8PT10
201293,P42441
275777,B7UL42
151901,P20026
239046,Q0CFC0
168392,Q3JZL8
58934,Q2YRG4
305946,P64448
225661,A6W0Y8
79569,B0SRP1
98144,O94927
261811,P48606
298151,P9WNR8
127596,Q31G52
108879,O18326
80084,Q76JU8
217907,Q97I38
240969,O27051
129249,P0A4T1
264364,P0CI20
119608,Q9ZCH7
90553,B0VSL8
293653,P47441
312063,O34433
54127,P19313
266900,B9L1E4
295062,O42922
50335,P02510
646,Q01757
9308,P16661
184545,A7FHK2
273917,P52486
130945,Q7NLU2
120193,Q96FN5
37702,Q75DE4
231567,Q3SH31
298611,B9MQX5
253886,P62367
97779,P27767
158908,P69238
271279,Q47HQ4
116305,B1VGW8
165969,Q9USL4
304400,Q58078
139227,Q7V5B7
60801,Q6CS90
174029,P08176
289937,P11449
303444,A0KKS9
166582,Q8NGD4
110710,O42411
253216,P13485
120483,Q6R648
285234,Q7TLR9
177224,P20665
306996,Q43895
200525,Q6ZS11
99228,P43142
65721,A5D2U3
23225,Q9LT17
181970,P0CB50
59347,Q1E2B2
267896,Q0I591
132169,Q5SH23
18333,B1JCH0
270485,Q5EDF9
310592,Q3E794
266557,Q4LBC8
138067,C4Y0Q6
155523,P0CW53
57728,Q5YZS7
108231,Q8AWY9
312008,P75994
186737,Q2JI37
213462,A6X0B8
236572,Q8U8Q0
300989,A3CWQ6
299226,O83916
98905,C3KDC5
80691,Q6BSE7
149620,A6WS92
275515,Q8FQX2
200474,Q73JG6
195556,Q5P721
211695,B8G1X4
104465,P72849
135695,Q6CS27
100551,Q9U639
210883,P46181
35747,Q317Y6
17780,P45827
261821,Q5ZI87
179536,A2CEH0
215624,B4U714
62541,Q6L0S7
275269,P0DG68
261384,Q99335
8768,Q9SI38
52518,B1ZGA7
138901,Q5FSK6
261149,Q1LTM9
255753,Q504E7
282560,Q00408
150204,Q6AXS0
67833,Q5WF63
122726,Q148C3
181571,Q9UU87
41063,B5FKW1
146076,Q0C511
237079,Q9D0K2
241012,Q67Y83
109413,Q12385
259437,Q8TU94
292950,Q6R7I5
42353,A9FRP1
317895,Q09351
294171,Q57914
234706,B1V9I5
197488,Q5SVD0
131388,Q5FWC3
35053,B7LHJ4
173364,P85999
233180,Q48960
54407,A6WVC7
276155,P52441
236574,B4S2X7
113727,Q8LIN5
40718,F4JU70
213253,Q5WEI7
156993,P06832
204206,Q741V8
111757,A8G4P2
194872,B1LAG3
263322,B2G7Q2
109538,A4WL95
287608,P47321
188639,A6TSL8
111617,Q87S28
137758,Q7S3S2
152500,O08762
97758,Q9S7T1
112895,Q07152
90948,B2UZ05
131345,A6Q6Q3
295648,Q94K18
144761,P84253
202047,O28173
69162,Q94AW5
164855,Q0VSE6
31998,Q7QB13
153584,Q5V2S1
6864,Q3AHT4
12241,P53933
43203,A1K639
88127,Q97AR4
246193,Q12FA8
135835,P53390
156390,Q8D9N8
295236,Q881F7
655,P35744
269197,B3EPA8
98665,A1S6Z6
216160,Q7VQE5
95960,Q7XUK4
172487,Q88YN5
51086,P0CM95
193802,Q04418
83792,O49316
67523,Q5ZYP5
37066,P31205
149731,B4S417
256911,Q81W03
90606,Q0A7E2
273256,B9JCG8
176467,Q9LIL5
271044,Q9SYM4
85827,Q5FQ97
215984,P12738
71238,Q2XNF5
64651,Q9HCS5
295231,O32622
118986,Q8DU63
89441,P28721
252531,O57593
95198,P48778
63712,Q7LKX0
198364,A5V9C3
49328,Q7X3G5
157897,O42083
81897,B1XW99
215017,A1TJT2
184454,A5EXP1
193765,P01115
72476,Q21YM7
110446,B8DVE0
138458,A1CTL8
93984,Q07MW2
158942,O99826
289747,P15075
298847,P55626
42347,A1R8P8
191548,A8AK49
177548,A9ND62
142516,Q03643
223770,A3PGL7
16783,Q8RB11
66909,Q6CXA6
238300,Q16NZ8
92618,B1XS88
218280,B3E163
215435,B1GZ94
303284,Q8INZ1
95756,O22494
274898,Q92I02
66123,Q9M897
146849,O74317
316185,P50837
129810,Q9LBG2
291762,A6WL74
132794,B6J3R8
292168,Q8PY26
192621,P35820
237047,Q9AJ83
55912,C3PH06
159020,P43194
175290,P67081
252343,O74252
213847,Q8ZXN8
87404,P04721
155875,Q2TJA6
288562,P9WM82
241254,P33303
63062,Q3B2T5
116076,Q148H5
185237,Q92AP4
60364,P32891
228561,Q43843
157127,Q51881
57257,P94164
81866,B0SRX6
138253,Q3JYG3
12733,C0ZB07
206283,Q7U8L5
176433,Q9C9I3
173345,P37868
191980,P78992
216588,Q72NP7
262567,Q6QGD2
105532,P40598
240219,Q12SB8
94542,E1VBT6
83825,O80582
266740,P21107
183232,B9E4Q5
168833,O13865
299268,Q81U95
222999,Q9Y7P4
305239,Q10W18
37289,B7LWM0
138715,Q61Z20
62729,Q0HLP0
136305,B2S746
47359,P45459
171709,Q2NSM3
245624,Q6FRV6
36254,P13952
20633,P90747
139264,B2J2X2
253738,P0C6Q1
197692,Q0BRH0
223258,C1F3B5
166159,P13725
251868,F1RAX4
7246,Q1JP79
254990,Q5LAU6
29343,Q8BUG5
46242,Q5HXN6
304823,P0ACW6
107241,Q9WVS0
214923,P49691
304892,P64504
16956,Q9VXT7
272943,O02173
274583,B1M5H7
5830,Q9BTE6
21438,Q8SSE7
13917,Q01582
28377,B3H5Q1
231640,A7I5Q4
46798,O14625
285142,Q9M2C0
63905,Q54277
242582,B4GEU1
6745,B5EP95
47779,Q0IH73
224723,Q73JJ7
154913,B2RLS8
262549,Q4R9E0
209136,Q5F4X1
204374,C3LJ90
212435,Q28UY1
130607,Q5ZC82
119253,R4GUQ3
134727,Q617Y0
295186,A0T0A2
128213,P0C6M8
171953,O95613
122987,B4F049
98167,P81043
41928,P80971
177307,Q5E9R2
244614,A6ZMK0
299079,O29506
81641,A7FYL3
170159,Q10DU0
205673,P12629
78448,Q6NVP8
4306,Q9LNA5
163557,P56672
151721,Q87FD6
151123,P87133
186768,P09193
3264,Q54HF0
296226,O27048
72643,Q93HE4
242683,Q502E5
139203,O61389
245972,A3LZG5
180788,Q9RT03
236644,Q9BYN8
222094,Q54D99
266218,Q5R7A3
175954,F4I274
314904,P96502
148845,A7FH41
206908,A3GF61
266547,A5W4E3
185787,A6Q826
4202,Q2UPB2
26813,O16216
312833,Q5I163
241348,P63292
310204,P37790
73287,O93939
196281,P17673
108675,A1R674
239414,Q5RKI7
74273,A7I8R6
247669,Q46ZH1
270305,Q60769
130118,Q7N6K4
175137,Q9VKM1
252442,Q6D624
190992,Q3IS15
221849,Q32S12
118050,A4W254
9665,Q9UJX3
52420,A7HJ56
64548,Q9ZG89
99193,A1B389
268415,Q8DUN6
233031,C0ZW78
10784,Q8PNV0
47473,P0CE35
316017,Q04867
170662,A5UMB4
307134,A8ALV0
87520,Q6DJM3
156831,Q8LFP7
137706,Q15X77
150221,Q09711
97396,Q3UGR5
39728,Q8ZYR4
188059,Q3YJS9
73425,Q5R634
185431,Q8DIN5
129981,Q3SQZ1
165416,Q330G9
159294,P69237
95297,Q057P1
163925,A6LWN6
191248,B8FT13
99198,A7H5V3
51064,Q9CQP8
37100,A7TNI7
49128,Q7Z5Q1
258792,Q88NA1
233659,B3CQX7
158879,P0A3S6
18528,A4YCI4
268680,Q675L5
61268,A1U339
100434,A9KH31
290056,Q9C7S6
273863,Q2T9X7
124902,B7K8N3
51321,Q9C942
87311,Q4V8R7
199030,Q03F64
288325,P24806
132926,A6VQH9
37254,Q2V452
263234,Q92TI9
85914,P10228
236396,P42410
252956,P57602
295671,P55428
208931,Q8KCQ1
134350,A9HE98
19441,Q7VA63
122944,Q755A2
204923,B9KNX6
283177,O36424
130732,B1XTC8
116876,P13861
81554,P04023
232031,A0JXB2
81573,O58107
263258,B2RH32
129449,Q9M2J2
105503,O60032
232098,B9KH95
72547,Q4R3X9
1538,A6SP81
227981,P59033
1260,B2HYI9
124091,Q7MP83
54742,Q5L687
150669,Q891U1
163917,Q9AMS0
112051,Q47317
147225,B5YEQ0
76371,B2SLG3
78996,P09317
157136,P03134
314553,P09956
286287,P42781
263977,Q12052
29100,Q17N72
315097,O32004
26224,Q3ED78
36961,A3KFM7
200222,C0QI90
48046,Q5HG23
153663,Q9VEJ2
240113,Q9N3X8
40334,Q6BZT5
87069,A2YBX5
232711,A8Z694
191335,B3PIL8
63608,P49770
160067,Q60049
54001,O47488
238064,Q9KDI9
261929,Q2IJN4
44066,A3N017
176712,P20971
142145,Q5E2P8
191505,P0A0N3
96972,P49008
236232,Q67JU9
273195,Q9PJT0
111755,Q7N589
303853,P55729
156696,Q3HXX9
8927,P83572
184533,Q1QMU3
177487,P35999
235682,O94667
304517,Q55EQ3
314178,P40163
157643,F7DL67
163029,A1VM62
106226,P31914
203246,B7I357
61804,A9BDC5
18388,O35451
213418,Q9PLX1
32232,P0CM62
111792,Q8F0A5
299587,Q8TGP8
47030,A6VH54
135346,Q47GC9
271561,Q1LSL0
295866,Q9ZCV8
53647,Q008X1
27452,P83767
65520,P24117
94695,B9JYQ5
86286,Q15VJ3
211475,B4F2A6
33943,Q06100
42295,Q9FYG2
221124,Q73K21
224361,C1FQ40
289153,Q9I8W9
197667,Q87AB0
106964,A0LKV6
15006,B4N645
165621,P80268
23580,Q2Y9Y6
62003,C6A2C9
187954,B1LCA5
283736,Q2LZ37
212556,A1VDR0
287388,Q08924
199654,Q8HXG3
181213,Q98G94
189799,B6YSH9
21218,P31477
304984,O16207
93072,Q6FAM5
36280,Q5V2P8
61361,A4J3P1
167707,Q9VCG2
24777,Q9T1V4
187280,Q5WJ87
130061,Q8D3U8
15033,Q59200
90867,P45776
80589,Q02360
150814,Q6CTI7
269383,Q6LUH3
97328,P02302
201761,B8ZQT6
189367,Q9Z767
242972,Q8DUX9
170538,O34978
107041,Q26609
219746,Q1KXX2
174224,Q874R4
120213,Q2M1P5
156444,Q9DCJ9
253710,A1SM03
30830,P0C267
134558,B1MD01
9764,O19921
234147,A9VYP7
209600,A1S1G8
15046,Q9LHE3
204572,Q1C1T7
163028,Q2GDX8
118001,Q5XEP9
237571,B8GR95
68783,Q7RX33
136555,P40997
261440,Q03750
193887,A1SYZ6
115002,P84770
32553,Q9FJK6
292091,Q914H2
118477,Q27788
185897,Q9CD49
300713,Q58805
226746,Q2FT35
219933,Q82UZ9
991,P20991
194885,Q65VB6
176910,Q51787
3499,Q9K794
58014,Q6ARL8
303151,Q819T5
136316,A9WFH2
247165,Q4P5R8
43635,A9KMP0
258882,A1L2I9
121935,Q30ZK1
15832,Q0C3Z3
172130,Q8BGX1
84348,Q3ZFI7
294900,Q0CX45
51490,G3XDA3
36258,A5PK16
140797,A8G7L4
144911,Q1ZXH0
2028,C5BC09
128192,Q89AC7
217087,P40571
171533,P0C2D1
300098,Q60265
232351,A7ZCP1
125123,Q75B10
208347,Q6MJ24
92024,Q21407
26854,Q337Y2
177588,O94385
256501,A6VDH2
243045,Q5PXE3
9591,Q31IS6
200448,A2SG87
137946,A6V2H8
260436,B2IJG9
45886,Q9FHD3
8701,Q9V1Q1
146051,Q9KAC3
146819,Q8BUE7
129157,P12576
282281,B9LS43
279389,Q9ZQ94
116410,Q08480
96103,Q9UJM8
18005,O76922
268752,E7FDW8
296066,Q58171
151090,D8RNZ9
276501,Q8GH95
12261,Q3B250
91224,A8FLN0
204513,B0R4W1
45344,Q466A3
3078,Q9I8C7
77878,P81539
171136,Q9D7R7
164851,A1TTD3
105694,A8I655
254853,Q57DN0
66127,C5B2R8
60765,Q6BIP4
140569,B7GGI5
142205,Q0BXU2
126441,B8FWD3
25365,P20749
75360,Q2S8Y5
236190,Q8ZT21
58711,Q9UTK7
53896,Q9XZJ3
25598,B4S0P6
80418,Q90964
304496,O67039
203119,Q2JIL7
28851,P19567
53203,Q28DR7
266280,B8DNL3
217190,Q4G361
146971,Q9V187
39682,Q6UXF7
221445,D4GZ88
272858,Q6BPW0
55067,O19038
98507,Q75AP1
244781,Q148E7
288626,A3DBJ9
84576,A8FH75
314042,Q5UQN0
269920,Q13114
211769,A0B560
250462,P33757
233099,Q11HG9
131706,Q4K5U5
101463,P84751
55670,Q8VZD4
297583,A1K2Y4
37722,Q1T7B8
62710,Q3ZWB2
268744,P15069
58886,Q5R8X2
114535,A5UKI8
315001,P35789
297049,Q1GZI2
313847,Q98LQ9
288454,A9B9L9
156900,Q14978
5236,Q39WC1
271717,A9UMM1
121724,P82147
171748,Q2GSV2
381,Q3E8H7
206614,Q67JS8
278744,Q6NIF2
264584,Q7VEI9
175389,Q10735
212483,B0S175
122767,P02987
76443,A8YVW8
237013,B3ELG8
200185,Q9YRB3
142427,P58768
6946,Q8R1L8
186100,Q5QWY0
136802,A1WSC8
314154,Q96WW0
203611,C6E4M9
240857,Q4QMF4
55633,A8LE21
15846,B4S930
118722,P97414
51100,Q6GLX7
165105,Q9KHT9
1092,Q86UK0
154793,P12447
5160,P86094
19343,Q9W3R7
243938,Q9D552
43837,P0A364
241800,P55820
277492,P49766
26523,C4LA13
156170,P39700
197631,Q8U262
300730,P44202
110381,Q8N9C0
17516,B3CRK6
49033,P81727
184330,P17706
3053,Q43097
257763,Q54XM9
249481,Q5M1W6
278100,A0JVL1
238493,Q04491
310469,A8GQ33
183296,Q5SH03
243428,Q54TW8
299648,O35004
56597,P02348
103465,B8J215
218426,P59117
8841,Q3TAP4
16937,Q9XJ29
79187,P0AAB7
53592,Q7M7W8
185618,Q9C5G7
87107,Q5E924
295857,Q54WF4
110051,Q9IA23
82441,Q18KP9
138201,Q6G1K9
313770,B3H2D6
157477,O17928
110198,Q2NGQ7
127722,O80939
226032,B5ELX5
299203,O25581
227885,B2FQK7
120705,P48538
279448,B8IJ00
247797,Q06182
169489,Q86YL7
106001,A4SMQ4
199429,Q9HD89
316170,P38492
245461,P05049
132185,Q02112
67546,Q6GUQ1
125972,Q8IUC1
192271,Q30SN5
285932,P25878
213249,B7GGV1
256053,Q5L5X3
40609,Q7XC27
168590,Q95YL5
46070,P13073
298642,P0C1V3
74593,Q9C800
9314,Q2U6A4
61792,Q9CKA9
79453,O13837
96381,Q8L7C9
230583,Q3UFY4
311952,O13544
46488,Q9D269
314523,A6QQJ8
182828,Q86XI6
190279,Q9ABR0
72406,Q38864
98124,P0CY20
116201,Q6LK43
245456,Q5F3V0
205590,Q5NQ24
206362,Q9Z820
28125,P32950
219314,A8ZRZ3
288268,Q1QVR0
151247,P57415
159277,P24970
292250,Q8CSK7
38802,Q17RM4
63961,Q757R4
14784,B0V8M8
140614,A2SCY2
308301,Q8G509
106985,A0A0A0MS15
61199,A6UU49
312220,Q5UQ76
232818,A2RVT6
250599,Q9P372
173534,Q0KHU5
104645,Q01099
137532,Q9M0V0
109590,Q31F20
1029,P26563
76921,Q17QD8
191976,O17732
36405,Q9M3L4
294979,B8GX09
162602,Q82V20
237365,Q2T8Q2
86227,P9WQ24
73971,A8AAC1
70548,Q9KTW4
316591,P34510
285320,O13061
203116,Q31L17
291371,P02898
68563,A3GHT9
129223,Q0PAR0
306615,Q9UUG2
160300,P54989
106363,O57337
127170,Q97QF9
79068,Q04G44
10188,Q9NQW6
210452,A1ALV9
58524,Q9RX08
31375,E6Y2A0
122233,Q03252
206322,Q6ZS17
269529,Q921A3
29756,A7Z061
279005,Q7WID6
174672,Q8LPF3
294203,P55655
210711,C4XLZ5
271495,Q8R601
18120,Q09200
104805,Q1CZI7
288826,Q58639
43324,P20853
313295,P42546
1216,B2J1L9
87989,Q8FT06
225524,Q6F7H9
250956,D0ZXR5
51097,Q52F10
17759,Q2J6M9
24872,P0C7A6
62738,Q6FNY7
197592,P50139
240070,Q7SYD5
24805,P82838
191733,P06838
108371,Q40061
73539,P55336
172126,P35791
104910,Q5E0C6
261064,B1WVA3
94098,Q6X1C0
51511,Q4WNV0
104985,P24593
239102,Q9Y876
215174,A7X1H8
316486,Q9NYG2
169189,O60245
14449,Q2QM84
232713,B9KA96
258275,A9WS85
67539,P42482
201710,Q7NAD1
307149,A1TSQ7
266634,Q9YE64
242013,P42012
108695,C5DZE1
44879,Q7NXQ1
238520,P9WGN9
101980,Q86VS8
92933,Q4JTD7
38047,Q55DA2
102348,O17695
274598,A7INE1
111857,C3MAL6
68419,O14240
303470,Q9ZMH8
278126,Q7TTU3
73445,A5F850
282878,Q5J3N1
183696,P47190
83029,Q9HS71
233221,Q182Z2
273684,Q3UVR3
188210,Q5I147
72293,Q03VS7
231741,Q2NQQ2
100830,Q12NS9
133789,Q74ZB0
156921,Q9HYL1
221973,B2GKT3
68355,Q98C10
306050,O31834
159384,A9RAH1
160010,A2QGZ1
80183,A8IPJ4
156415,Q89EA6
168012,Q974Y0
163142,Q8NGA8
165628,B3EI93
162076,B1XJL9
171431,C0HFE5
22481,Q5L5F2
313554,P68481
169337,Q1QQ51
232727,Q2NZB1
92041,Q5KXT1
244594,P32922
119543,C3JY27
315648,Q755T2
137576,Q04472
131231,Q1QMM4
7807,Q5NNZ8
62658,Q8LDR0
217219,A0T0K5
239467,O95487
159208,E4V2N2
301927,Q83AX3
131999,O82191
97926,P45720
38637,Q9A5I0
200551,A0QMC0
71499,B2G7L1
288102,P72731
16750,A4SQX0
297297,Q0AJA6
263194,B0R9H2
266576,Q12PE6
62262,Q0AFX4
198856,Q92UI2
189585,Q6CUV7
157784,C1F652
265411,P08096
119021,Q6INL2
181251,B5EEI4
60067,Q9VQS6
295790,Q0S4V4
107121,P31900
27455,Q9T1V3
298400,P55375
219810,A1AX74
241722,Q719L8
87452,O88513
207010,Q1ACF6
131839,P33486
240699,O34616
171322,Q502L2
15571,Q5SGY0
124641,L0GB04
71695,Q6CKE9
150250,I0DEB6
95593,P0CH25
157550,P0C008
286336,C5FTT1
111639,A6QLY4
185318,Q55422
47822,Q9UZ94
37675,Q8CIN6
231647,A1S232
223388,A5CCK3
156154,P70061
144436,Q12093
128644,P38702
16076,P21250
26649,C0HKQ2
94653,Q65TI3
77308,Q9LQB0
49694,P0CK18
238296,Q9FQ20
75906,Q8TXU4
108929,Q0AP94
102541,Q9HN53
157173,Q6GP25
140499,Q8J093
295342,B3EA29
27479,P59827
196002,Q970X2
49479,A8FCU5
273128,A4FME8
206642,Q2GEC9
276475,A4FCP0
180446,Q9CF72
65962,Q5DYF2
216834,P36121
102803,A9AA96
246578,Q3IFT4
100008,C1DAK5
189887,Q9SLQ8
63302,Q6AFE0
305841,Q5UPF6
98408,Q75DV4
148228,A5UZK7
62939,B4EZS9
176393,P94692
269962,Q24119
198325,A5IKQ2
311492,Q5UPQ3
159376,Q9G3R5
41261,Q8RHJ8
189436,Q47Y87
266109,A1A4P6
106223,Q338Z7
235777,Q4WPW8
216946,A7N0H8
291333,O05073
139613,Q8CWM5
151737,A1STT9
57841,Q49XR1
124931,Q87QY1
50227,Q54LR0
244325,O08815
71100,Q9K968
219306,A5N455
10941,B9WAT8
116825,A7HBN9
103170,Q58401
226085,Q8VMU1
300409,Q54ZX8
210695,O86448
113055,Q0C0N0
40058,Q6NMF0
113929,B1P1I3
136019,Q8W3L1
284040,Q72DX8
22710,Q2SKP0
118855,A7IIM9
276750,Q3BMC5
318223,O88291
97582,A4YUP3
62731,P0DA78
255970,P53598
169781,Q5A1B2
309947,P11664
32670,Q7U8Y8
279027,Q6SW31
317729,Q9SVY1
87900,A8GV45
110413,P40321
192348,A5GWT8
287806,P71369
171903,P0CW98
15644,Q8CG76
22855,Q68FE2
204361,B1XW20
50487,Q5AX00
153653,Q9HRT9
239106,Q9SZF7
185060,Q03WF7
286639,B1YED2
34526,O50305
215306,B1WQR5
175661,P27288
181274,Q7NPI6
176101,Q9Z2Y8
309909,P53222
101629,B2UL23
177638,Q71A38
160875,Q750J0
165869,Q8BWU5
140524,C0H3X7
728,Q8CWN2
154833,Q60591
289913,Q75007
195952,A7I1Y4
271575,Q46ZP3
225365,Q6FNK8
148905,Q53177
62888,Q9RXI7
174241,Q59UT5
147985,Q6FFC2
307112,Q9WYG1
105613,P53892
17543,A1K1R9
88691,Q53044
299036,Q58098
203794,B0TC44
243602,P36976
151432,Q9DGI9
109690,Q8DGR0
155752,P96454
278110,Q92B79
191397,Q5P5M2
290843,Q73ZI1
56775,B0S093
278497,Q6DAQ5
156469,B0CL91
316940,P46330
60646,Q6LTU5
252198,A6WCJ4
86874,Q54FI0
84171,O13507
304745,A2T334
225464,Q6FF13
17644,A5N3H6
276612,Q6UDG1
235455,P21520
202917,A0LRK9
214250,A8EXK7
83503,Q6AZ83
274056,P26924
297600,P75203
101976,O64204
308727,P96699
103242,Q8DFM2
263932,Q8X0V0
308087,P83474
135374,B3QUD7
313218,O31643
219867,A6UPX1
169896,B9KDD4
91065,O59737
8186,Q91VJ1
48530,A1JJS8
237008,Q0VRM0
132267,Q8WXG6
198245,P51456
215867,B0R4Y3
296473,Q9UZM5
308109,Q54YK1
238559,P14081
241602,A4IQI5
17068,Q97A55
51870,D5V0N9
104209,Q6NRB0
123273,Q7VIU4
76394,P55317
111057,P47876
55800,D7BPX0
89357,A1R6X6
15866,Q9HLV9
220826,Q8DAS3
28987,Q8KZM7
200028,Q6B8Z3
216008,Q1QWK4
127446,Q9D4H7
110545,Q5X9A3
81138,A9GAW6
217148,A6MVZ5
176858,Q8YWW1
239382,Q9JHE5
197469,P38630
214443,Q02VZ1
180557,P86741
73846,B5FP28
160453,Q8SQK7
211803,A9BG00
165538,O79437
65597,Q6NRS6
281729,P03111
151089,O31073
15055,Q9ZLB9
184337,Q6BNW4
215180,Q2JRQ8
24266,A5EFG7
275531,C1AXZ2
287644,P75603
88584,P26914
169717,Q5TJE6
103197,Q9Q9G3
87492,A3CST9
149259,F4HXQ7
292605,O29982
275728,Q9E6L8
161653,Q534E0
115651,A5V3W3
167750,O82485
198788,Q10VX5
171886,Q43973
208906,Q4FUE5
189102,Q220P2
238042,Q9HTK7
35108,O23320
227177,Q32RK4
291623,P39239
130797,Q7VQK9
216704,P00663
301145,Q54DL6
199311,Q9ZVT8
226154,A9A5I0
70876,Q8N8S7
104021,Q5ZK09
20482,A9BFX6
164827,Q8NGK2
142843,Q7NP62
126135,F9USS7
61079,Q98QY7
213554,B8D0D6
264294,C4LDB2
163078,B3E757
290832,P75585
224449,B2VK95
98636,B4RJN3
291980,Q6C961
280980,O49377
64952,Q3AW54
13616,P39265
253140,Q08082
152337,B1WTG3
292311,O29064
86663,Q25019
162535,A0JXJ8
12257,P91455
289819,P04010
195181,Q73JQ7
130098,Q4WBS1
252665,Q8SQZ6
41864,P0C150
6498,Q27384
189951,Q1IP39
173063,P52625
109699,C4ZAW6
216751,Q9YET5
241932,Q55BJ9
198282,P19547
122743,Q90VZ3
55119,Q72S74
283599,Q29M30
215252,Q2RL02
4937,P84994
178347,P20626
256298,C5CUU6
106590,Q4J8I5
119735,Q9LTA7
99508,Q5E9G0
23908,B6YR09
173174,Q32LN3
50717,Q862B1
213138,A6L9U9
49192,Q9FC39
162923,O79412
251716,Q39224
185916,Q68WD4
286343,Q07993
102293,Q7PT10
176172,A8FKE6
232943,B3EH95
85479,Q9PL51
72187,A1SSX5
18521,B3CQT9
161806,Q8NZA2
212036,P44347
243339,B4GH42
243366,Q965Q4
240826,Q2J2R9
315010,Q6NXT4
252295,Q9MAC8
131497,P26340
212510,Q21M55
70712,P07953
150616,C5BDM9
77085,B9DRN4
4633,O57245
176026,Q3KR16
178547,Q6Y5M7
212403,A7IPQ4
287984,Q319X8
244377,P53692
24882,Q18885
124391,Q89AV0
313517,O05257
212552,A1R0K9
307463,Q54JZ1
246719,Q8NHS9
20081,E9QUT3
81401,Q89AF2
34394,Q8GXS3
204146,Q1LI48
31586,E9PVB3
174510,Q6MTC8
267837,P30189
17371,B8G6G8
25844,Q5E9E3
302769,Q0TPH5
23314,O32218
90694,Q1JQD2
226166,B3R005
11235,Q6CGL4
301489,Q39QQ5
60128,O50580
293211,O29015
125822,P9WK51
69197,P26337
67803,Q2YBA1
282691,P0DJH4
19181,Q5FYB0
177586,Q03269
253339,Q9YAT1
85114,A7NAH8
314673,O31954
98803,O33817
257533,Q4VX76
126707,Q9KST9
43744,P05176
177995,B6EIZ7
78001,P22588
115692,E7FCN8
59154,P81409
208905,A8F4S2
164638,A9I1G8
309700,P29940
188878,P49471
115039,Q06755
262457,P39890
298621,Q54V35
116117,A8LKN5
221412,Q5AK94
24938,Q05619
86269,B2GJ26
2615,P0C9U1
81508,Q3USW5
238278,Q91502
60586,B1VG01
293514,A4T2U3
61177,Q3MIW9
242817,Q07617
195534,O74489
262606,Q18HD8
140742,P9WJP4
44562,P55164
66963,Q7MA53
205934,Q68W97
277896,Q6HPB7
41918,P69217
294800,Q54GT3
197226,A4T4U1
1467,P11356
203374,C5CKF1
181104,O26685
182371,Q8BG41
86571,Q11131
37802,Q96M91
